0,0,400-155
0,0,400-156
0,0,400-157
0,0,400-158
0,0,400-159
0,0,400-160
0,0,400-161
0,0,400-162
0,0,400-163
0,0,400-164
0,0,400-165
0,0,400-166
0,0,400-167
0,0,400-168
0,0,400-169
0,0,400-170
0,0,400-171
0,0,400-172
0,0,400-173
0,0,400-174
0,0,400-175
0,0,400-176
0,0,400-177
0,0,400-178
0,0,400-179
0,0,400-180
0,0,400-181
0,0,400-182
0,0,400-183
0,0,400-184
0,0,400-185
0,0,400-186
0,0,400-187
0,0,400-188
0,0,400-189
0,0,400-190
0,0,400-191
0,0,400-192
0,0,400-193
0,0,400-194
0,0,400-195
0,0,400-196
0,0,400-197
0,0,400-198
0,0,400-199
0,0,400-200
0,0,400-201
0,0,400-202
0,0,400-203
0,0,400-204
0,0,400-205
0,0,400-206
0,0,400-207
0,0,400-208
0,0,400-209
0,0,400-210
0,0,400-211
0,0,400-212
0,0,400-213
0,0,400-214
0,0,400-215
0,0,400-216
0,0,400-217
0,0,400-218
0,0,400-219
0,0,400-220
0,0,400-221
0,0,400-222
0,0,400-223
0,0,400-224
0,0,400-225
0,0,400-226
0,0,400-227
0,0,400-228
0,0,400-229
0,0,400-230
0,0,400-231
0,0,400-232
0,0,400-233
0,0,400-234
0,0,400-235
0,0,400-236
0,0,400-237
0,0,400-238
0,0,400-239
0,0,400-240
0,0,400-241
0,0,400-242
0,0,400-243
0,0,400-244
0,0,400-245
0,0,400-246
0,0,400-247
0,0,400-248
0,0,400-249
0,0,400-250
0,0,400-251
0,0,400-252
0,0,400-253
0,0,400-254
0,0,400-255
0,0,400-256
0,0,400-257
0,0,400-258
0,0,400-259
0,0,400-260
0,0,400-261
0,0,400-262
0,0,400-263
0,0,400-264
0,0,400-265
0,0,400-266
0,0,400-267
0,0,400-268
0,0,400-269
0,0,400-270
0,0,400-271
0,0,400-272
0,0,400-273
0,0,400-274
0,0,400-275
0,0,400-276
0,0,400-277
0,0,400-278
0,0,400-279
0,0,400-280
0,0,400-281
0,0,400-282
0,0,400-283
0,0,400-284
0,0,400-285
0,0,400-286
0,0,400-287
0,0,400-288
0,0,400-289
0,0,400-290
0,0,400-291
0,0,400-292
0,0,400-293
0,0,400-294
0,0,400-295
0,0,400-296
0,0,400-297
0,0,400-298
0,0,400-299
0,0,400-300
0,0,400-301
0,0,400-302
0,0,400-303
0,0,400-304
0,0,400-305
0,0,400-306
0,0,400-307
0,0,400-308
0,0,400-309
0,0,400-310
0,0,400-311
0,0,400-312
0,0,400-313
0,0,400-314
0,0,400-315
0,0,400-316
0,0,400-317
0,0,400-318
0,0,400-319
0,0,400-320
0,0,400-321
0,0,400-322
0,0,400-323
0,0,400-324
0,0,400-325
0,0,400-326
0,0,400-327
0,0,400-328
0,0,400-329
0,0,400-330
0,0,400-331
0,0,400-332
0,0,400-333
0,0,400-334
0,0,400-335
0,0,400-336
0,0,400-337
0,0,400-338
0,0,400-339
0,0,400-340
0,0,400-341
0,0,400-342
0,0,400-343
0,0,400-344
0,0,400-345
0,0,400-346
0,0,400-347
0,0,400-348
0,0,400-349
0,0,400-350
0,0,400-351
0,0,400-352
0,0,400-353
0,0,400-354
0,0,400-355
0,0,400-356
0,0,400-357
0,0,400-358
0,0,400-359
0,0,400-360
0,0,400-361
0,0,400-362
0,0,400-363
0,0,400-364
0,0,400-365
0,0,400-366
0,0,400-367
0,0,400-368
0,0,400-369
0,0,400-370
0,0,400-371
0,0,400-372
0,0,400-373
0,0,400-374
0,0,400-375
0,0,400-376
0,0,400-377
0,0,400-378
0,0,400-379
0,0,400-380
0,0,400-381
0,0,400-382
0,0,400-383
0,0,400-384
0,0,400-385
0,0,400-386
0,0,400-387
0,0,400-388
0,0,400-389
0,0,400-390
0,0,400-391
0,0,400-392
0,0,400-393
0,0,400-394
0,0,400-395
0,0,400-396
0,0,400-397
0,0,400-398
0,0,400-399
0,0,400-400
0,0,400-401
0,0,400-402
0,0,400-403
0,0,400-404
0,0,400-405
0,0,400-406
0,0,400-407
0,0,400-408
0,0,400-409
0,0,400-410
0,0,400-411
0,0,400-412
0,0,400-413
0,0,400-414
0,0,400-415
0,0,400-416
0,0,400-417
0,0,400-418
0,0,400-419
0,0,400-420
0,0,400-421
0,0,400-422
0,0,400-423
0,0,400-424
0,0,400-425
0,0,400-426
0,0,400-427
0,0,400-428
0,0,400-429
0,0,400-430
0,0,400-431
0,0,400-432
0,0,400-433
0,0,400-434
0,0,400-435
0,0,400-436
0,0,400-437
0,0,400-438
0,0,400-439
0,0,400-440
0,0,400-441
0,0,400-442
0,0,400-443
0,0,400-444
0,0,400-445
0,0,400-446
0,0,400-447
0,0,400-448
0,0,400-449
0,0,400-450
0,0,400-451
0,0,400-452
0,0,400-453
0,0,400-454
0,0,400-455
0,0,400-456
0,0,400-457
0,0,400-458
0,0,400-459
0,0,400-460
0,0,400-461
0,0,400-462
0,0,400-463
0,0,400-464
0,0,400-465
0,0,400-466
0,0,400-467
0,0,400-468
0,0,400-469
0,0,400-470
0,0,400-471
0,0,400-472
0,0,400-473
0,0,400-474
0,0,400-475
0,0,400-476
0,0,400-477
0,0,400-478
0,0,400-479
0,0,400-480
0,0,400-481
0,0,400-482
0,0,400-483
0,0,400-484
0,0,400-485
0,0,400-486
0,0,400-487
0,0,400-488
0,0,400-489
0,0,400-490
0,0,400-491
0,0,400-492
0,0,400-493
0,0,400-494
0,0,400-495
0,0,400-496
0,0,400-497
0,0,400-498
0,0,400-499
0,0,400-500
0,0,400-501
0,0,400-502
0,0,400-503
0,0,400-504
0,0,400-505
0,0,400-506
0,0,400-507
0,0,400-508
0,0,400-509
0,0,400-510
0,0,400-511
0,0,400-512
0,0,400-513
0,0,400-514
0,0,400-515
0,0,400-516
0,0,400-517
0,0,400-518
0,0,400-519
0,0,400-520
0,0,400-521
0,0,400-522
0,0,400-523
0,0,400-524
0,0,400-525
0,0,400-526
0,0,400-527
0,0,400-528
0,0,400-529
0,0,400-530
0,0,400-531
0,0,400-532
0,0,400-533
0,0,400-534
0,0,400-535
0,0,400-536
0,0,400-537
0,0,400-538
0,0,400-539
0,0,400-540
0,0,400-541
0,0,400-542
0,0,400-543
0,0,400-544
0,0,400-545
0,0,400-546
0,0,400-547
0,0,400-548
0,0,400-549
0,0,400-550
0,0,400-551
0,0,400-552
0,0,400-553
0,0,400-554
0,0,400-555
0,0,400-556
0,0,400-557
0,0,400-558
0,0,400-559
0,0,400-560
0,0,400-561
0,0,400-562
0,0,400-563
0,0,400-564
0,0,400-565
0,0,400-566
0,0,400-567
0,0,400-568
0,0,400-569
0,0,400-570
0,0,400-571
0,0,400-572
0,0,400-573
0,0,400-574
0,0,400-575
0,0,400-576
0,0,400-577
0,0,400-578
0,0,400-579
0,0,400-580
0,0,400-581
0,0,400-582
0,0,400-583
0,0,400-584
0,0,400-585
0,0,400-586
0,0,400-587
0,0,400-588
0,0,400-589
0,0,400-590
0,0,400-591
0,0,400-592
0,0,400-593
0,0,400-594
0,0,400-595
0,0,400-596
0,0,400-597
0,0,400-598
0,0,400-599
0,0,400-600
0,0,400-601
0,0,400-602
0,0,400-603
0,0,400-604
0,0,400-605
0,0,400-606
0,0,400-607
0,0,400-608
0,0,400-609
0,0,400-610
0,0,400-611
0,0,400-612
0,0,400-613
0,0,400-614
0,0,400-615
0,0,400-616
0,0,400-617
0,0,400-618
0,0,400-619
0,0,400-620
0,0,400-621
0,0,400-622
0,0,400-623
0,0,400-624
0,0,400-625
0,0,400-626
0,0,400-627
0,0,400-628
0,0,400-629
0,0,400-630
0,0,400-631
0,0,400-632
0,0,400-633
0,0,400-634
0,0,400-635
0,0,400-636
0,0,400-637
0,0,400-638
0,0,400-639
0,0,400-640
0,0,400-641
0,0,400-642
0,0,400-643
0,0,400-644
0,0,400-645
0,0,400-646
0,0,400-647
0,0,400-648
0,0,400-649
0,0,400-650
0,0,400-651
0,0,400-652
0,0,400-653
0,0,400-654
0,0,400-655
0,0,400-656
0,0,400-657
0,0,400-658
0,0,400-659
0,0,400-660
0,0,400-661
0,0,400-662
0,0,400-663
0,0,400-664
0,0,400-665
0,0,400-666
0,0,400-667
0,0,400-668
0,0,400-669
0,0,400-670
0,0,400-671
0,0,400-672
0,0,400-673
0,0,400-674
0,0,400-675
0,0,400-676
0,0,400-677
0,0,400-678
0,0,400-679
0,0,400-680
0,0,400-681
0,0,400-682
0,0,400-683
0,0,400-684
0,0,400-685
0,0,400-686
0,0,400-687
0,0,400-688
0,0,400-689
0,0,400-690
0,0,400-691
0,0,400-692
0,0,400-693
0,0,400-694
0,0,400-695
0,0,400-696
0,0,400-697
0,0,400-698
0,0,400-699
0,0,400-700
0,0,400-701
0,0,400-702
0,0,400-703
0,0,400-704
0,0,400-705
0,0,400-706
0,0,400-707
0,0,400-708
0,0,400-709
0,0,400-710
0,0,400-711
0,0,400-712
0,0,400-713
0,0,400-714
0,0,400-715
0,0,400-716
0,0,400-717
0,0,400-718
0,0,400-719
0,0,400-720
0,0,400-721
0,0,400-722
0,0,400-723
0,0,400-724
0,0,400-725
0,0,400-726
0,0,400-727
0,0,400-728
0,0,400-729
0,0,400-730
0,0,400-731
0,0,400-732
0,0,400-733
0,0,400-734
0,0,400-735
0,0,400-736
0,0,400-737
0,0,400-738
0,0,400-739
0,0,400-740
0,0,400-741
0,0,400-742
0,0,400-743
0,0,400-744
0,0,400-745
0,0,400-746
0,0,400-747
0,0,400-748
0,0,400-749
0,0,400-750
0,0,400-751
0,0,400-752
0,0,400-753
0,0,400-754
0,0,400-755
0,0,400-756
0,0,400-757
0,0,400-758
0,0,400-759
0,0,400-760
0,0,400-761
0,0,400-762
0,0,400-763
0,0,400-764
0,0,400-765
0,0,400-766
0,0,400-767
0,0,400-768
0,0,400-769
0,0,400-770
0,0,400-771
0,0,400-772
0,0,400-773
0,0,400-774
0,0,400-775
0,0,400-776
0,0,400-777
0,0,400-778
0,0,400-779
0,0,400-780
0,0,400-781
0,0,400-782
0,0,400-783
0,0,400-784
0,0,400-785
0,0,400-786
0,0,400-787
0,0,400-788
0,0,400-789
0,0,400-790
0,0,400-791
0,0,400-792
0,0,400-793
0,0,400-794
0,0,400-795
0,0,400-796
0,0,400-797
0,0,400-798
0,0,400-799
0,0,400-800
0,0,400-801
0,0,400-802
0,0,400-803
0,0,400-804
0,0,400-805
0,0,400-806
0,0,400-807
0,0,400-808
0,0,400-809
0,0,400-810
0,0,400-811
0,0,400-812
0,0,400-813
0,0,400-814
0,0,400-815
0,0,400-816
0,0,400-817
0,0,400-818
0,0,400-819
0,0,400-820
0,0,400-821
0,0,400-822
0,0,400-823
0,0,400-824
0,0,400-825
0,0,400-826
0,0,400-827
0,0,400-828
0,0,400-829
0,0,400-830
0,0,400-831
0,0,400-832
0,0,400-833
0,0,400-834
0,0,400-835
0,0,400-836
0,0,400-837
0,0,400-838
0,0,400-839
0,0,400-840
0,0,400-841
0,0,400-842
0,0,400-843
0,0,400-844
0,0,400-845
0,0,400-846
0,0,400-847
0,0,400-848
0,0,400-849
0,0,400-850
0,0,400-851
0,0,400-852
0,0,400-853
0,0,400-854
0,0,400-855
0,0,400-856
0,0,400-857
0,0,400-858
0,0,400-859
0,0,400-860
0,0,400-861
0,0,400-862
0,0,400-863
0,0,400-864
0,0,400-865
0,0,400-866
0,0,400-867
0,0,400-868
0,0,400-869
0,0,400-870
0,0,400-871
0,0,400-872
0,0,400-873
0,0,400-874
0,0,400-875
0,0,400-876
0,0,400-877
0,0,400-878
0,0,400-879
0,0,400-880
0,0,400-881
0,0,400-882
0,0,400-883
0,0,400-884
0,0,400-885
0,0,400-886
0,0,400-887
0,0,400-888
0,0,400-889
0,0,400-890
0,0,400-891
0,0,400-892
0,0,400-893
0,0,400-894
0,0,400-895
0,0,400-896
0,0,400-897
0,0,400-898
0,0,400-899
0,0,400-900
0,0,400-901
0,0,400-902
0,0,400-903
0,0,400-904
0,0,400-905
0,0,400-906
0,0,400-907
0,0,400-908
0,0,400-909
0,0,400-910
0,0,400-911
0,0,400-912
0,0,400-913
0,0,400-914
0,0,400-915
0,0,400-916
0,0,400-917
0,0,400-918
0,0,400-919
0,0,400-920
0,0,400-921
0,0,400-922
0,0,400-923
0,0,400-924
0,0,400-925
0,0,400-926
0,0,400-927
0,0,400-928
0,0,400-929
0,0,400-930
0,0,400-931
0,0,400-932
0,0,400-933
0,0,400-934
0,0,400-935
0,0,400-936
0,0,400-937
0,0,400-938
0,0,400-939
0,0,400-940
0,0,400-941
0,0,400-942
0,0,400-943
0,0,400-944
0,0,400-945
0,0,400-946
0,0,400-947
0,0,400-948
0,0,400-949
0,0,400-950
0,0,400-951
0,0,400-952
0,0,400-953
0,0,400-954
0,0,400-955
0,0,400-956
0,0,400-957
0,0,400-958
0,0,400-959
0,0,400-960
0,0,400-961
0,0,400-962
0,0,400-963
0,0,400-964
0,0,400-965
0,0,400-966
0,0,400-967
0,0,400-968
0,0,400-969
0,0,400-970
0,0,400-971
0,0,400-972
0,0,400-973
0,0,400-974
0,0,400-975
0,0,400-976
0,0,400-977
0,0,400-978
0,0,400-979
0,0,400-980
0,0,400-981
0,0,400-982
0,0,400-983
0,0,400-984
0,0,400-985
0,0,400-986
0,0,400-987
0,0,400-988
0,0,400-989
0,0,400-990
0,0,400-991
0,0,400-992
0,0,400-993
0,0,400-994
0,0,400-995
0,0,400-996
0,0,400-997
0,0,400-998
0,0,400-999
